18.556||40.143

56.591||22.209
54.408||22.447
73.720||67.696
59.278||21.853
64.819||21.259
69.270||20.665
75.567||20.071

85.810||18.884
61.797||21.615
50.462||22.922


20.235||81.354
